nohup: ignoring input
Command Line Args: Namespace(config_file='configs/PascalVOC-detection/split2/faster_rcnn_R_101_FPN_ETF_distill2_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
Logging modification for finetuning
[11/18 15:13:29 detectron2]: Rank of current process: 0. World size: 2
[11/18 15:13:29 detectron2]: Command line arguments: Namespace(config_file='configs/PascalVOC-detection/split2/faster_rcnn_R_101_FPN_ETF_distill2_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
[11/18 15:13:29 detectron2]: Contents of args.config_file=configs/PascalVOC-detection/split2/faster_rcnn_R_101_FPN_ETF_distill2_10shot.yaml:
_BASE_: "faster_rcnn_R_101_FPN_ETF_pre2_10shot.yaml"


MODEL:
  META_ARCHITECTURE: "ContrastiveGeneralizedRCNN"  # 使用我们新定义的对比学习架构
  TEACHER_WEIGHT: "/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_final.pth"
  BACKBONE:
    FREEZE_AT: 3
  PROPOSAL_GENERATOR:
    FREEZE: True
  ROI_HEADS:
    NAME: "DistillMarginROIHeads"
  USE_CONTRASTIVE: True  # 启用对比学习
  CONTRASTIVE_WEIGHT: 0.001  # 对比损失的权重
  IS_DISTILL: True
LOSS:
  ADJUST_STAGE: 'distill'
SOLVER:
  BASE_LR: 0.01
# Using 0.04 is slightly better than 0.02
OUTPUT_DIR: "/root/autodl-tmp/checkpoints/voc/distill/t1"
TRAIN:
  CACHE_UPDATE_INTERVAL: 1000



[11/18 15:13:29 detectron2]: Full config saved to /root/autodl-tmp/ETFRes_distill2_10shot_lr10_t1/config.yaml
preset seed 0
/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_clean_student.pth
[11/18 15:13:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
[11/18 15:13:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
froze proposal generator parameters
Frozen backbone bottom_up layers up to layer 3
Logging names for 5 novel classes:  ['aeroplane', 'bottle', 'cow', 'horse', 'sofa']
[11/18 15:13:31 d2.data.build]: Removed 1772 images with no usable annotations. 14829 images left.
[11/18 15:13:32 d2.data.build]: Distribution of instances among all 20 categories:
|  category  | #instances   |  category   | #instances   |  category   | #instances   |
|:----------:|:-------------|:-----------:|:-------------|:-----------:|:-------------|
|  bicycle   | 1208         |    bird     | 1820         |    boat     | 1397         |
|    bus     | 909          |     car     | 4008         |     cat     | 1616         |
|   chair    | 4338         | diningtable | 1057         |     dog     | 2079         |
| motorbike  | 1141         |   person    | 15576        | pottedplant | 1724         |
|   sheep    | 1347         |    train    | 984          |  tvmonitor  | 1193         |
| aeroplane  | 10           |   bottle    | 10           |     cow     | 10           |
|   horse    | 10           |    sofa     | 10           |             |              |
|   total    | 40447        |             |              |             |              |
[11/18 15:13:32 d2.data.dataset_mapper]: [DatasetMapper] Augmentations used in training: [ResizeShortestEdge(short_edge_length=(480, 512, 544, 576, 608, 640, 672, 704, 736, 768, 800), max_size=1333, sample_style='choice'), RandomFlip()]
[11/18 15:13:32 d2.data.build]: Using training sampler RepeatFactorTrainingSampler
[11/18 15:13:32 d2.data.common]: Serializing 14829 elements to byte tensors and concatenating them all ...
[11/18 15:13:32 d2.data.common]: Serialized dataset takes 6.68 MiB
[11/18 15:13:32 fvcore.common.checkpoint]: [Checkpointer] Loading from /root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_clean_student.pth ...
Logging modification for finetuning
preset seed 0
/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_clean_student.pth
froze proposal generator parameters
Frozen backbone bottom_up layers up to layer 3
Logging names for 5 novel classes:  ['aeroplane', 'bottle', 'cow', 'horse', 'sofa']
[11/18 15:13:33 d2.engine.train_loop]: Starting training from iteration 1
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[11/18 15:14:07 d2.utils.events]:  eta: 4:06:39  iter: 19  total_loss: 1.813  loss_cls: 0.03206  loss_box_reg: 0.1238  loss_rpn_cls: 0.003377  loss_rpn_loc: 0.01382  contrastive_loss: 1.672  time: 0.7647  data_time: 0.4016  lr: 0.0009091  max_mem: 12989M
[11/18 17:40:47 d2.utils.events]:  eta: 1:52:17  iter: 11039  total_loss: 0.2279  loss_cls: 0.04484  loss_box_reg: 0.1221  loss_rpn_cls: 0.007382  loss_rpn_loc: 0.01816  contrastive_loss: 0.02696  time: 0.7596  data_time: 0.0284  lr: 0.01  max_mem: 14438M
[11/18 17:41:01 d2.utils.events]:  eta: 1:51:53  iter: 11059  total_loss: 0.2177  loss_cls: 0.03994  loss_box_reg: 0.1188  loss_rpn_cls: 0.007668  loss_rpn_loc: 0.01453  contrastive_loss: 0.02157  time: 0.7595  data_time: 0.0294  lr: 0.01  max_mem: 14438M
[11/18 17:41:17 d2.utils.events]:  eta: 1:51:35  iter: 11079  total_loss: 0.1876  loss_cls: 0.03135  loss_box_reg: 0.1135  loss_rpn_cls: 0.004297  loss_rpn_loc: 0.01247  contrastive_loss: 0.01861  time: 0.7596  data_time: 0.0232  lr: 0.01  max_mem: 14438M
[11/18 17:41:32 d2.utils.events]:  eta: 1:51:19  iter: 11099  total_loss: 0.1713  loss_cls: 0.03419  loss_box_reg: 0.107  loss_rpn_cls: 0.003215  loss_rpn_loc: 0.01168  contrastive_loss: 0.01754  time: 0.7595  data_time: 0.0296  lr: 0.01  max_mem: 14438M
[11/18 17:41:47 d2.utils.events]:  eta: 1:51:03  iter: 11119  total_loss: 0.1785  loss_cls: 0.03388  loss_box_reg: 0.1129  loss_rpn_cls: 0.00341  loss_rpn_loc: 0.01186  contrastive_loss: 0.01421  time: 0.7596  data_time: 0.0270  lr: 0.01  max_mem: 14438M
[11/18 17:42:03 d2.utils.events]:  eta: 1:50:50  iter: 11139  total_loss: 0.1657  loss_cls: 0.031  loss_box_reg: 0.1059  loss_rpn_cls: 0.002976  loss_rpn_loc: 0.01272  contrastive_loss: 0.01415  time: 0.7596  data_time: 0.0273  lr: 0.01  max_mem: 14438M
[11/18 17:42:18 d2.utils.events]:  eta: 1:50:33  iter: 11159  total_loss: 0.181  loss_cls: 0.03328  loss_box_reg: 0.111  loss_rpn_cls: 0.004105  loss_rpn_loc: 0.01417  contrastive_loss: 0.01215  time: 0.7596  data_time: 0.0289  lr: 0.01  max_mem: 14438M
[11/18 17:42:33 d2.utils.events]:  eta: 1:50:18  iter: 11179  total_loss: 0.1857  loss_cls: 0.03541  loss_box_reg: 0.1107  loss_rpn_cls: 0.003923  loss_rpn_loc: 0.01244  contrastive_loss: 0.01645  time: 0.7596  data_time: 0.0257  lr: 0.01  max_mem: 14438M
[11/18 17:42:48 d2.utils.events]:  eta: 1:50:03  iter: 11199  total_loss: 0.1721  loss_cls: 0.03517  loss_box_reg: 0.1085  loss_rpn_cls: 0.003986  loss_rpn_loc: 0.01285  contrastive_loss: 0.01277  time: 0.7596  data_time: 0.0257  lr: 0.01  max_mem: 14438M
[11/18 17:43:03 d2.utils.events]:  eta: 1:49:48  iter: 11219  total_loss: 0.1765  loss_cls: 0.03586  loss_box_reg: 0.1092  loss_rpn_cls: 0.003905  loss_rpn_loc: 0.01545  contrastive_loss: 0.01222  time: 0.7595  data_time: 0.0286  lr: 0.01  max_mem: 14438M
[11/18 17:43:17 d2.utils.events]:  eta: 1:49:30  iter: 11239  total_loss: 0.1653  loss_cls: 0.03086  loss_box_reg: 0.1101  loss_rpn_cls: 0.003344  loss_rpn_loc: 0.01313  contrastive_loss: 0.01058  time: 0.7595  data_time: 0.0336  lr: 0.01  max_mem: 14438M
[11/18 17:43:33 d2.utils.events]:  eta: 1:49:17  iter: 11259  total_loss: 0.1732  loss_cls: 0.03  loss_box_reg: 0.1013  loss_rpn_cls: 0.002903  loss_rpn_loc: 0.01186  contrastive_loss: 0.01044  time: 0.7595  data_time: 0.0297  lr: 0.01  max_mem: 14438M
[11/18 17:43:47 d2.utils.events]:  eta: 1:48:59  iter: 11279  total_loss: 0.1689  loss_cls: 0.02995  loss_box_reg: 0.1077  loss_rpn_cls: 0.002569  loss_rpn_loc: 0.01269  contrastive_loss: 0.01225  time: 0.7594  data_time: 0.0300  lr: 0.01  max_mem: 14438M
[11/18 17:44:02 d2.utils.events]:  eta: 1:48:43  iter: 11299  total_loss: 0.1627  loss_cls: 0.03334  loss_box_reg: 0.1078  loss_rpn_cls: 0.003093  loss_rpn_loc: 0.0133  contrastive_loss: 0.01162  time: 0.7594  data_time: 0.0257  lr: 0.01  max_mem: 14438M
[11/18 17:44:18 d2.utils.events]:  eta: 1:48:30  iter: 11319  total_loss: 0.1873  loss_cls: 0.03415  loss_box_reg: 0.1125  loss_rpn_cls: 0.003655  loss_rpn_loc: 0.01537  contrastive_loss: 0.01109  time: 0.7595  data_time: 0.0251  lr: 0.01  max_mem: 14438M
[11/18 17:44:33 d2.utils.events]:  eta: 1:48:16  iter: 11339  total_loss: 0.2261  loss_cls: 0.04532  loss_box_reg: 0.1284  loss_rpn_cls: 0.006806  loss_rpn_loc: 0.01419  contrastive_loss: 0.03341  time: 0.7595  data_time: 0.0271  lr: 0.01  max_mem: 14438M
[11/18 17:44:48 d2.utils.events]:  eta: 1:48:01  iter: 11359  total_loss: 0.2005  loss_cls: 0.0388  loss_box_reg: 0.1163  loss_rpn_cls: 0.00512  loss_rpn_loc: 0.01403  contrastive_loss: 0.0202  time: 0.7595  data_time: 0.0274  lr: 0.01  max_mem: 14438M
[11/18 17:45:03 d2.utils.events]:  eta: 1:47:47  iter: 11379  total_loss: 0.1661  loss_cls: 0.03557  loss_box_reg: 0.1067  loss_rpn_cls: 0.004002  loss_rpn_loc: 0.01345  contrastive_loss: 0.01067  time: 0.7595  data_time: 0.0281  lr: 0.01  max_mem: 14438M
[11/18 17:45:19 d2.utils.events]:  eta: 1:47:35  iter: 11399  total_loss: 0.1692  loss_cls: 0.03226  loss_box_reg: 0.112  loss_rpn_cls: 0.004286  loss_rpn_loc: 0.01536  contrastive_loss: 0.009957  time: 0.7595  data_time: 0.0248  lr: 0.01  max_mem: 14438M
[11/18 17:45:34 d2.utils.events]:  eta: 1:47:18  iter: 11419  total_loss: 0.1613  loss_cls: 0.03079  loss_box_reg: 0.1002  loss_rpn_cls: 0.002756  loss_rpn_loc: 0.01225  contrastive_loss: 0.01096  time: 0.7594  data_time: 0.0274  lr: 0.01  max_mem: 14438M
[11/18 17:45:49 d2.utils.events]:  eta: 1:47:03  iter: 11439  total_loss: 0.1869  loss_cls: 0.03666  loss_box_reg: 0.1163  loss_rpn_cls: 0.004339  loss_rpn_loc: 0.01513  contrastive_loss: 0.009362  time: 0.7595  data_time: 0.0279  lr: 0.01  max_mem: 14438M
[11/18 17:46:05 d2.utils.events]:  eta: 1:46:51  iter: 11459  total_loss: 0.1726  loss_cls: 0.03439  loss_box_reg: 0.1116  loss_rpn_cls: 0.003558  loss_rpn_loc: 0.01266  contrastive_loss: 0.008035  time: 0.7595  data_time: 0.0255  lr: 0.01  max_mem: 14438M
[11/18 17:46:19 d2.utils.events]:  eta: 1:46:34  iter: 11479  total_loss: 0.1507  loss_cls: 0.02821  loss_box_reg: 0.1022  loss_rpn_cls: 0.0032  loss_rpn_loc: 0.01198  contrastive_loss: 0.007845  time: 0.7594  data_time: 0.0312  lr: 0.01  max_mem: 14438M
[11/18 17:46:34 d2.utils.events]:  eta: 1:46:16  iter: 11499  total_loss: 0.1413  loss_cls: 0.02928  loss_box_reg: 0.08694  loss_rpn_cls: 0.003208  loss_rpn_loc: 0.01179  contrastive_loss: 0.009105  time: 0.7594  data_time: 0.0272  lr: 0.01  max_mem: 14438M
[11/18 17:46:50 d2.utils.events]:  eta: 1:46:03  iter: 11519  total_loss: 0.1641  loss_cls: 0.03203  loss_box_reg: 0.1092  loss_rpn_cls: 0.003283  loss_rpn_loc: 0.01244  contrastive_loss: 0.006961  time: 0.7595  data_time: 0.0303  lr: 0.01  max_mem: 14438M
[11/18 17:47:06 d2.utils.events]:  eta: 1:45:50  iter: 11539  total_loss: 0.1844  loss_cls: 0.034  loss_box_reg: 0.1192  loss_rpn_cls: 0.003707  loss_rpn_loc: 0.01531  contrastive_loss: 0.009447  time: 0.7595  data_time: 0.0293  lr: 0.01  max_mem: 14438M
[11/18 17:47:21 d2.utils.events]:  eta: 1:45:35  iter: 11559  total_loss: 0.1743  loss_cls: 0.03428  loss_box_reg: 0.112  loss_rpn_cls: 0.002709  loss_rpn_loc: 0.01417  contrastive_loss: 0.00767  time: 0.7595  data_time: 0.0274  lr: 0.01  max_mem: 14438M
[11/18 17:47:36 d2.utils.events]:  eta: 1:45:23  iter: 11579  total_loss: 0.1762  loss_cls: 0.03348  loss_box_reg: 0.1138  loss_rpn_cls: 0.00324  loss_rpn_loc: 0.01408  contrastive_loss: 0.008132  time: 0.7595  data_time: 0.0271  lr: 0.01  max_mem: 14438M
[11/18 17:47:51 d2.utils.events]:  eta: 1:45:05  iter: 11599  total_loss: 0.1878  loss_cls: 0.03974  loss_box_reg: 0.1222  loss_rpn_cls: 0.003303  loss_rpn_loc: 0.0129  contrastive_loss: 0.007799  time: 0.7595  data_time: 0.0259  lr: 0.01  max_mem: 14438M
[11/18 17:48:06 d2.utils.events]:  eta: 1:44:49  iter: 11619  total_loss: 0.154  loss_cls: 0.03057  loss_box_reg: 0.09866  loss_rpn_cls: 0.002983  loss_rpn_loc: 0.01307  contrastive_loss: 0.008695  time: 0.7595  data_time: 0.0263  lr: 0.01  max_mem: 14438M
[11/18 17:48:21 d2.utils.events]:  eta: 1:44:31  iter: 11639  total_loss: 0.1676  loss_cls: 0.03255  loss_box_reg: 0.1125  loss_rpn_cls: 0.00335  loss_rpn_loc: 0.01263  contrastive_loss: 0.007838  time: 0.7594  data_time: 0.0249  lr: 0.01  max_mem: 14438M
[11/18 17:48:37 d2.utils.events]:  eta: 1:44:14  iter: 11659  total_loss: 0.1604  loss_cls: 0.03265  loss_box_reg: 0.1019  loss_rpn_cls: 0.003618  loss_rpn_loc: 0.01567  contrastive_loss: 0.007343  time: 0.7595  data_time: 0.0282  lr: 0.01  max_mem: 14438M
[11/18 17:48:52 d2.utils.events]:  eta: 1:44:00  iter: 11679  total_loss: 0.1489  loss_cls: 0.02894  loss_box_reg: 0.09841  loss_rpn_cls: 0.00395  loss_rpn_loc: 0.01302  contrastive_loss: 0.006919  time: 0.7595  data_time: 0.0286  lr: 0.01  max_mem: 14438M
[11/18 17:49:07 d2.utils.events]:  eta: 1:43:47  iter: 11699  total_loss: 0.162  loss_cls: 0.03226  loss_box_reg: 0.109  loss_rpn_cls: 0.002534  loss_rpn_loc: 0.01192  contrastive_loss: 0.006978  time: 0.7595  data_time: 0.0292  lr: 0.01  max_mem: 14438M
[11/18 17:49:22 d2.utils.events]:  eta: 1:43:39  iter: 11719  total_loss: 0.1605  loss_cls: 0.03152  loss_box_reg: 0.1054  loss_rpn_cls: 0.00327  loss_rpn_loc: 0.01392  contrastive_loss: 0.007271  time: 0.7595  data_time: 0.0299  lr: 0.01  max_mem: 14438M
[11/18 17:49:37 d2.utils.events]:  eta: 1:43:27  iter: 11739  total_loss: 0.1822  loss_cls: 0.03364  loss_box_reg: 0.1193  loss_rpn_cls: 0.002942  loss_rpn_loc: 0.01366  contrastive_loss: 0.006452  time: 0.7595  data_time: 0.0276  lr: 0.01  max_mem: 14438M
[11/18 17:49:53 d2.utils.events]:  eta: 1:43:14  iter: 11759  total_loss: 0.164  loss_cls: 0.03075  loss_box_reg: 0.1093  loss_rpn_cls: 0.003167  loss_rpn_loc: 0.01262  contrastive_loss: 0.007015  time: 0.7595  data_time: 0.0298  lr: 0.01  max_mem: 14438M
[11/18 17:50:08 d2.utils.events]:  eta: 1:43:00  iter: 11779  total_loss: 0.1473  loss_cls: 0.02654  loss_box_reg: 0.0996  loss_rpn_cls: 0.00261  loss_rpn_loc: 0.0115  contrastive_loss: 0.007131  time: 0.7595  data_time: 0.0278  lr: 0.01  max_mem: 14438M
[11/18 17:50:22 d2.utils.events]:  eta: 1:42:44  iter: 11799  total_loss: 0.169  loss_cls: 0.03103  loss_box_reg: 0.1131  loss_rpn_cls: 0.003742  loss_rpn_loc: 0.01418  contrastive_loss: 0.005839  time: 0.7594  data_time: 0.0277  lr: 0.01  max_mem: 14438M
[11/18 17:50:37 d2.utils.events]:  eta: 1:42:25  iter: 11819  total_loss: 0.1726  loss_cls: 0.03393  loss_box_reg: 0.1114  loss_rpn_cls: 0.004444  loss_rpn_loc: 0.01264  contrastive_loss: 0.00687  time: 0.7594  data_time: 0.0249  lr: 0.01  max_mem: 14438M
[11/18 17:50:53 d2.utils.events]:  eta: 1:42:07  iter: 11839  total_loss: 0.1485  loss_cls: 0.02979  loss_box_reg: 0.09559  loss_rpn_cls: 0.002532  loss_rpn_loc: 0.0126  contrastive_loss: 0.005828  time: 0.7594  data_time: 0.0228  lr: 0.01  max_mem: 14438M
[11/18 17:51:07 d2.utils.events]:  eta: 1:41:47  iter: 11859  total_loss: 0.1524  loss_cls: 0.03017  loss_box_reg: 0.09758  loss_rpn_cls: 0.002305  loss_rpn_loc: 0.01202  contrastive_loss: 0.006211  time: 0.7594  data_time: 0.0241  lr: 0.01  max_mem: 14438M
[11/18 17:51:23 d2.utils.events]:  eta: 1:41:34  iter: 11879  total_loss: 0.1423  loss_cls: 0.02644  loss_box_reg: 0.09159  loss_rpn_cls: 0.002414  loss_rpn_loc: 0.01376  contrastive_loss: 0.006391  time: 0.7594  data_time: 0.0240  lr: 0.01  max_mem: 14438M
[11/18 17:51:38 d2.utils.events]:  eta: 1:41:17  iter: 11899  total_loss: 0.1809  loss_cls: 0.03265  loss_box_reg: 0.1142  loss_rpn_cls: 0.003078  loss_rpn_loc: 0.01569  contrastive_loss: 0.006692  time: 0.7594  data_time: 0.0302  lr: 0.01  max_mem: 14438M
[11/18 17:51:53 d2.utils.events]:  eta: 1:41:01  iter: 11919  total_loss: 0.1509  loss_cls: 0.02954  loss_box_reg: 0.1011  loss_rpn_cls: 0.002911  loss_rpn_loc: 0.01334  contrastive_loss: 0.006096  time: 0.7594  data_time: 0.0277  lr: 0.01  max_mem: 14438M
[11/18 17:52:08 d2.utils.events]:  eta: 1:40:44  iter: 11939  total_loss: 0.166  loss_cls: 0.03265  loss_box_reg: 0.1066  loss_rpn_cls: 0.003591  loss_rpn_loc: 0.01378  contrastive_loss: 0.006032  time: 0.7594  data_time: 0.0267  lr: 0.01  max_mem: 14438M
[11/18 17:52:23 d2.utils.events]:  eta: 1:40:30  iter: 11959  total_loss: 0.1534  loss_cls: 0.02982  loss_box_reg: 0.09967  loss_rpn_cls: 0.002726  loss_rpn_loc: 0.01204  contrastive_loss: 0.006874  time: 0.7594  data_time: 0.0253  lr: 0.01  max_mem: 14438M
[11/18 17:52:38 d2.utils.events]:  eta: 1:40:15  iter: 11979  total_loss: 0.1664  loss_cls: 0.03097  loss_box_reg: 0.1104  loss_rpn_cls: 0.003069  loss_rpn_loc: 0.013  contrastive_loss: 0.008298  time: 0.7594  data_time: 0.0283  lr: 0.01  max_mem: 14438M
[11/18 17:52:54 d2.data.dataset_mapper]: [DatasetMapper] Augmentations used in inference: [ResizeShortestEdge(short_edge_length=(800, 800), max_size=1333, sample_style='choice')]
[11/18 17:52:54 d2.data.common]: Serializing 4952 elements to byte tensors and concatenating them all ...
[11/18 17:52:54 d2.data.common]: Serialized dataset takes 2.22 MiB
[11/18 17:52:54 fsdet.evaluation.evaluator]: Start inference on 2476 images
[11/18 17:53:03 fsdet.evaluation.evaluator]: Inference done 50/2476. 0.0468 s / img. ETA=0:01:53
[11/18 17:53:05 fsdet.evaluation.evaluator]: Inference done 100/2476. 0.0468 s / img. ETA=0:01:51
[11/18 17:53:07 fsdet.evaluation.evaluator]: Inference done 150/2476. 0.0469 s / img. ETA=0:01:49
[11/18 17:53:10 fsdet.evaluation.evaluator]: Inference done 200/2476. 0.0469 s / img. ETA=0:01:46
[11/18 17:53:12 fsdet.evaluation.evaluator]: Inference done 250/2476. 0.0469 s / img. ETA=0:01:44
[11/18 17:53:14 fsdet.evaluation.evaluator]: Inference done 300/2476. 0.0468 s / img. ETA=0:01:41
[11/18 17:53:17 fsdet.evaluation.evaluator]: Inference done 350/2476. 0.0468 s / img. ETA=0:01:39
[11/18 17:53:19 fsdet.evaluation.evaluator]: Inference done 400/2476. 0.0469 s / img. ETA=0:01:37
[11/18 17:53:21 fsdet.evaluation.evaluator]: Inference done 450/2476. 0.0469 s / img. ETA=0:01:35
[11/18 17:53:24 fsdet.evaluation.evaluator]: Inference done 500/2476. 0.0470 s / img. ETA=0:01:32
[11/18 17:53:26 fsdet.evaluation.evaluator]: Inference done 550/2476. 0.0469 s / img. ETA=0:01:30
[11/18 17:53:29 fsdet.evaluation.evaluator]: Inference done 600/2476. 0.0470 s / img. ETA=0:01:28
[11/18 17:53:31 fsdet.evaluation.evaluator]: Inference done 650/2476. 0.0470 s / img. ETA=0:01:25
[11/18 17:53:33 fsdet.evaluation.evaluator]: Inference done 700/2476. 0.0470 s / img. ETA=0:01:23
[11/18 17:53:36 fsdet.evaluation.evaluator]: Inference done 750/2476. 0.0470 s / img. ETA=0:01:21
[11/18 17:53:38 fsdet.evaluation.evaluator]: Inference done 800/2476. 0.0470 s / img. ETA=0:01:18
[11/18 17:53:40 fsdet.evaluation.evaluator]: Inference done 850/2476. 0.0470 s / img. ETA=0:01:16
[11/18 17:53:43 fsdet.evaluation.evaluator]: Inference done 900/2476. 0.0470 s / img. ETA=0:01:14
[11/18 17:53:45 fsdet.evaluation.evaluator]: Inference done 950/2476. 0.0470 s / img. ETA=0:01:11
[11/18 17:53:47 fsdet.evaluation.evaluator]: Inference done 1000/2476. 0.0470 s / img. ETA=0:01:09
[11/18 17:53:50 fsdet.evaluation.evaluator]: Inference done 1050/2476. 0.0470 s / img. ETA=0:01:06
[11/18 17:53:52 fsdet.evaluation.evaluator]: Inference done 1100/2476. 0.0470 s / img. ETA=0:01:04
[11/18 17:53:54 fsdet.evaluation.evaluator]: Inference done 1150/2476. 0.0470 s / img. ETA=0:01:02
[11/18 17:53:57 fsdet.evaluation.evaluator]: Inference done 1200/2476. 0.0470 s / img. ETA=0:01:00
[11/18 17:53:59 fsdet.evaluation.evaluator]: Inference done 1250/2476. 0.0471 s / img. ETA=0:00:57
[11/18 17:54:02 fsdet.evaluation.evaluator]: Inference done 1300/2476. 0.0471 s / img. ETA=0:00:55
[11/18 17:54:04 fsdet.evaluation.evaluator]: Inference done 1350/2476. 0.0471 s / img. ETA=0:00:53
[11/18 17:54:06 fsdet.evaluation.evaluator]: Inference done 1400/2476. 0.0471 s / img. ETA=0:00:50
[11/18 17:54:09 fsdet.evaluation.evaluator]: Inference done 1450/2476. 0.0471 s / img. ETA=0:00:48
[11/18 17:54:11 fsdet.evaluation.evaluator]: Inference done 1500/2476. 0.0471 s / img. ETA=0:00:45
[11/18 17:54:13 fsdet.evaluation.evaluator]: Inference done 1550/2476. 0.0471 s / img. ETA=0:00:43
[11/18 17:54:16 fsdet.evaluation.evaluator]: Inference done 1600/2476. 0.0471 s / img. ETA=0:00:41
[11/18 17:54:18 fsdet.evaluation.evaluator]: Inference done 1650/2476. 0.0471 s / img. ETA=0:00:38
[11/18 17:54:20 fsdet.evaluation.evaluator]: Inference done 1700/2476. 0.0471 s / img. ETA=0:00:36
[11/18 17:54:23 fsdet.evaluation.evaluator]: Inference done 1750/2476. 0.0471 s / img. ETA=0:00:34
[11/18 17:54:25 fsdet.evaluation.evaluator]: Inference done 1800/2476. 0.0471 s / img. ETA=0:00:31
[11/18 17:54:27 fsdet.evaluation.evaluator]: Inference done 1850/2476. 0.0471 s / img. ETA=0:00:29
[11/18 17:54:30 fsdet.evaluation.evaluator]: Inference done 1900/2476. 0.0471 s / img. ETA=0:00:27
[11/18 17:54:32 fsdet.evaluation.evaluator]: Inference done 1950/2476. 0.0471 s / img. ETA=0:00:24
[11/18 17:54:35 fsdet.evaluation.evaluator]: Inference done 2000/2476. 0.0471 s / img. ETA=0:00:22
[11/18 17:54:37 fsdet.evaluation.evaluator]: Inference done 2050/2476. 0.0471 s / img. ETA=0:00:20
[11/18 17:54:39 fsdet.evaluation.evaluator]: Inference done 2100/2476. 0.0471 s / img. ETA=0:00:17
[11/18 17:54:42 fsdet.evaluation.evaluator]: Inference done 2150/2476. 0.0471 s / img. ETA=0:00:15
[11/18 17:54:44 fsdet.evaluation.evaluator]: Inference done 2200/2476. 0.0471 s / img. ETA=0:00:13
[11/18 17:54:46 fsdet.evaluation.evaluator]: Inference done 2250/2476. 0.0471 s / img. ETA=0:00:10
[11/18 17:54:49 fsdet.evaluation.evaluator]: Inference done 2300/2476. 0.0471 s / img. ETA=0:00:08
[11/18 17:54:51 fsdet.evaluation.evaluator]: Inference done 2350/2476. 0.0471 s / img. ETA=0:00:05
[11/18 17:54:53 fsdet.evaluation.evaluator]: Inference done 2400/2476. 0.0471 s / img. ETA=0:00:03
[11/18 17:54:56 fsdet.evaluation.evaluator]: Inference done 2450/2476. 0.0471 s / img. ETA=0:00:01
[11/18 17:54:57 fsdet.evaluation.evaluator]: Total inference time: 0:01:56 (0.046945 s / img per device, on 2 devices)
[11/18 17:54:57 fsdet.evaluation.evaluator]: Total inference pure compute time: 0:01:52 (0.045354 s / img per device, on 2 devices)
[11/18 17:54:58 fsdet.evaluation.pascal_voc_evaluation]: Evaluating voc_2007_test_all2 using 2007 metric. Note that results do not use the official Matlab API.
[11/18 17:55:14 fsdet.evaluation.pascal_voc_evaluation]: Evaluate per-class mAP50:
|  bicycle  |  bird  |  boat  |  bus   |  car   |  cat   |  chair  |  diningtable  |  dog   |  motorbike  |  person  |  pottedplant  |  sheep  |  train  |  tvmonitor  |  aeroplane  |  bottle  |  cow   |  horse  |  sofa  |
|:---------:|:------:|:------:|:------:|:------:|:------:|:-------:|:-------------:|:------:|:-----------:|:--------:|:-------------:|:-------:|:-------:|:-----------:|:-----------:|:--------:|:------:|:-------:|:------:|
|  78.843   | 77.124 | 64.608 | 86.421 | 88.278 | 88.018 | 61.611  |    75.206     | 85.361 |   86.459    |  86.131  |    54.740     | 79.116  | 83.871  |   81.457    |   53.845    |  10.181  | 45.698 | 45.806  | 46.329 |
[11/18 17:55:14 fsdet.evaluation.pascal_voc_evaluation]: Evaluate overall bbox:
|   AP   |  AP50  |  AP75  |  bAP   |  bAP50  |  bAP75  |  nAP   |  nAP50  |  nAP75  |
|:------:|:------:|:------:|:------:|:-------:|:-------:|:------:|:-------:|:-------:|
| 43.733 | 68.955 | 47.252 | 51.306 | 78.483  | 56.479  | 21.014 | 40.372  | 19.569  |
